Date,ソニー,トヨタ,三菱UFJ,NTT,ソフトバンクG
2024-11-01,-0.018155378789707872,-0.02529385754351817,-0.004924603998824014,-0.0020332937743126516,-0.057864718784406056
2024-11-05,0.01998960243859508,0.008944813617759933,0.0015415163725792022,-0.0027173980779271584,-0.002010051808265514
2024-11-06,0.016718547955472236,0.017094316662588743,0.0554283259760356,-0.002042878563838261,0.0500349791359929
2024-11-07,-0.0009015303609414263,0.0284606492971386,0.029578612081006574,0.030213755530534493,-0.019649537242702002
2024-11-08,0.012012749430786313,-0.03668954800749198,0.0008485633907981563,0.0013219318910323264,0.015707699138266983
2024-11-11,0.058662215741050926,-0.0033860472915316028,-0.003114854162941046,-0.0013219318910324186,0.015359664309534737
2024-11-12,-0.01831797070129418,0.023648863828715398,0.01603636912402051,0.003960564683555555,-0.010992610756201844
2024-11-13,-0.010496576051746248,-0.0204505981894777,-0.003074732278135333,0.0,-0.02933458641557451
2024-11-14,-0.004333841429349308,0.0015014561258638133,0.006696455716278137,-0.0013184460986373511,-0.03270593269223221
2024-11-15,0.003987848250704395,0.014152976051740929,0.014356925525163152,0.019595646236013273,0.008669764826446196
2024-11-18,0.009643600467202905,-0.010409074785160514,-0.007428800462526849,0.0038734276331635013,-0.021072500891115314
2024-11-19,0.0063210667015387405,0.020161618096296616,0.018062842606998003,0.005141408892343801,-0.0058563666220862115
2024-11-20,0.02754619717341394,-0.01178869330176844,-0.015029655140753322,-0.0006412576767787293,-0.004270306765822669
2024-11-21,-0.022280753669455793,-0.008933626629800942,-0.005521792185071179,0.00639384513507597,-0.01116550838949238
2024-11-22,-0.0011865715333943573,-0.003746005005364306,0.010465448915090558,-0.0057525874582971944,0.0042016887768162765
2024-11-25,0.009957040788219162,0.01119627203439536,0.0005478126258553562,-0.00772195820943936,0.03299269797755666
2024-11-26,0.0018453773530651462,-0.01007097745823626,-0.017401348450018683,-0.0032352329907460262,-0.003386391460557511
2024-11-27,0.011664907061565812,-0.036846788512951104,-0.014877517644182395,-0.011078686055059345,0.015371978457668167
2024-11-28,0.013166748065639645,0.013905271163462365,0.00028284581022309634,0.012373974205572631,0.007432507358392463
2024-11-29,-0.016818157713269496,-0.021518768288642035,0.013200580650405648,-0.007145297618508376,-0.012455682479201384
2024-12-02,0.0023251738504489086,0.023051876415159336,0.019069233450581646,0.011665791775836674,-0.003362856345664538
2024-12-03,0.018409446218520923,0.015580836034891667,0.007635743674981093,0.010893996350641068,0.027028684130026837
2024-12-04,0.032053989459704293,-0.0079501629275901,-0.01671047774559613,-0.0025525536812627736,-0.017418593666870152
2024-12-05,-0.0009467448442783851,0.00038004781119368075,0.005234920790984384,-0.005767433966170854,0.011499468283293648
2024-12-06,-0.007288934140191867,-0.0011404810270388564,-0.005511210866651582,0.007682510151996067,-0.005070000927785795
2024-12-09,0.01952816934219404,0.0062565150635902605,0.0024837973360729276,-0.008968737121184154,0.019694299253422694
2024-12-10,0.04034778128370361,0.01277021228110166,-0.0044198285477458805,-0.002577223988450741,0.00421645216661587
2024-12-11,0.007164224797433974,0.0011189044846734422,0.01973742050150115,0.0038634509576388884,-0.011065531569696738
2024-12-12,0.02931038768226009,0.013331124146561787,0.005144211018981878,0.0025674001891365155,0.01912446215777745
2024-12-13,-0.030500915246106826,-0.0077549300295787355,-0.0010808235596305687,-0.004497259887453565,-0.0016065987818601212
2024-12-16,-0.010176605122139823,-0.002040967827594162,0.004046943138817539,-0.002579089335355591,0.009813416192730967
2024-12-17,0.01670681834221513,-0.007270038710272244,-0.01957642007733034,0.005793523747991618,0.04320956406737232
2024-12-18,-0.02668424611064574,0.02000432507556256,-0.004678772835131682,-0.005793523747991545,-0.041830618698231466
2024-12-19,-0.009464269342470015,-0.0009172960948989654,0.012064896349502087,0.0019349403304652008,-0.044321699481361145
2024-12-20,0.007335011438002219,0.01728725883750557,-0.03409890607548658,0.0025740087032074224,-0.029802612415462313
2024-12-23,0.005163222351433972,0.02335849923196212,0.015113625359756792,-0.0012862269691879932,0.019892165635692266
2024-12-24,-0.0009091562114750873,-0.0007051972168182198,0.00443459861824971,-0.00645576138171293,-0.014314141966184522
2024-12-25,0.002120154433937065,0.0446664172437533,-0.0044345986182497245,-0.001944873230440632,0.012634237290192975
2024-12-26,0.013523901137169935,0.05815122711284358,0.00609249871447729,0.007757001883024517,0.020854787006508408
2024-12-27,0.019802572692792158,0.014534177660493638,0.011801937146102335,0.01596973186805735,0.015792855525268476
2024-12-30,-0.014146893677469543,-0.013262031777074424,0.0073400098836018,0.0012665768605406764,-0.007484069058607745
2025-01-06,-0.02039057837495448,-0.04385949474168343,0.006210423275429815,-0.006349188847395017,0.005320607683328191
2025-01-07,0.01204471123814999,0.013524827865830464,0.032312093769649025,0.0031795833100900332,0.011949121867178785
2025-01-08,-0.015382631250555617,0.0068572497754131045,0.0002605946292414472,-0.007008718747435888,0.0027783743984689936
2025-01-09,-0.013772168630490703,-0.022376698490996046,-0.0007819219217594757,-0.005770929883111524,-0.004491988046894546
2025-01-10,-0.0030864033771983474,-0.02459284368212426,-0.00732799279005861,-0.011643152958876328,-0.008396177733945404
2025-01-14,-0.025040432681290727,-0.008391248076863018,-0.02338667049357088,0.003247739693556847,-0.02672961247125329
2025-01-15,0.01603551462769884,-0.002238010603550123,0.017591094671662078,-0.0038984936075050834,-0.0006663708168862413
2025-01-16,-0.002498393897597803,-0.022308375069224666,-0.0013218526600906444,-0.010471318264105226,0.02208517897495614
2025-01-17,0.004990561375945216,-0.017422626875233167,-0.011976236880440552,-0.007926079326217273,-0.013346664846080365
2025-01-20,0.00774844010824613,0.0289875472179235,0.025378055808193172,0.005291027028334303,0.02081706490940869
2025-01-21,-0.0012356895330017065,0.0019145061488234577,0.0013042670803192296,-0.00794718081395147,-0.002483937746818095
2025-01-22,0.01228886652019228,0.013814775387051536,-0.006013870057276408,0.0013290636402932103,0.1009173087385386
2025-01-23,0.01845470376347028,0.003253158103375908,0.0002621685188334763,0.004637287340747464,0.05004611031181043
2025-01-24,-0.025809871877725536,-0.014636562521096476,0.0,-0.0033101971954233116,-0.018297492858054334
2025-01-27,0.0030712367976761436,0.013610383207566489,0.007314593012668038,0.014483439811040678,-0.08690801741820235
2025-01-28,0.02901388147138638,-0.011184822131262595,0.02493383694591437,0.005865053060727096,-0.053573844204339124
2025-01-29,0.03713332168115761,0.01391893495619498,0.0,-0.0045587663258327025,0.02401193095090473
2025-01-30,-0.009227328635899763,0.006463639279415337,-0.002541896172372301,-0.0006528784986061639,-0.01069643762895988
2025-01-31,-0.0034822378295817492,0.008273648638190181,0.007101192164426663,-0.0026161985113048545,0.011972355399461152
2025-02-03,-0.01759579820690155,-0.051408401373742495,-0.026893685995063775,-0.005911176409052682,0.004664486172937747
2025-02-04,0.027718708698182593,0.017025502681504056,0.008015551568150694,-0.0026386327925232017,0.007376119022101996
2025-02-05,0.010875940741780171,0.030845415816003408,-0.005940861280739619,0.003296996639216545,0.01521190486592555
2025-02-06,0.0011379593246614401,-0.02028528376631716,-0.009108678265481684,-0.012587113218433355,0.009775152460827214
2025-02-07,-0.009714359282162917,-0.02758563473119033,-0.0007846464653947651,-0.020883116536162045,-0.008535098063731686
2025-02-10,-0.015625279608011994,0.00035401621849755167,-0.005509632836182927,-0.012328891211701554,-0.019501121297399435
2025-02-12,-0.016762668438074425,-0.009065939062967059,0.0031520588052416595,0.0006888621536400875,0.03720976456795587
2025-02-13,0.011206298682134515,0.009065939062966946,0.01844926793535648,0.014359381438935484,-0.03636765890741516
2025-02-14,0.08297091090669433,-0.007460067525986402,0.000772061152269903,-0.0027193523808739786,0.013897099943462924
2025-02-17,0.04020646160600869,-0.01111518821852812,0.019868258756784184,0.004753917764257368,0.01738459337303825
2025-02-18,-0.019636750222914976,0.010936915343839657,0.019728444954333842,0.00944025089334935,0.00335963799590295
2025-02-19,-0.002382469244717384,-0.017448137595999714,-0.00520644917474827,-0.01351374439995647,-0.019188939842905848
2025-02-20,-0.010926136778654316,-0.016465803036210692,-0.019578930276816064,-0.006825923867640644,-0.02104460039080603
2025-02-21,0.02147191244057062,-0.0016615162193544806,-0.011728767850622119,0.008864851990864462,-0.0064752654882918185
2025-02-25,-0.004204987026868683,0.001661516219354383,0.0056265345633623905,-0.0027193523808739786,-0.043421234751115374
2025-02-26,0.0021046714911476866,0.005335309080283317,-0.020874307198655857,0.0033978223355772205,-0.028542759102145418
2025-02-27,0.003410784179865092,0.021420351446952274,0.010620432379332335,0.0027101406727121614,0.007979072457852251
2025-02-28,-0.020908551802611815,-0.034719371624037064,-0.019514049610579447,-0.01637147251279188,-0.0626632280044415
2025-03-03,-0.006977991586735344,0.038662751682772785,0.02362822514833896,0.011624110054326172,0.006866259214302132
2025-03-04,-0.023158601772613533,-0.014959300135267188,-0.008504121415621763,0.0,-0.048958207343295854
2025-03-05,-0.01248111970927781,0.03427075051962983,-0.0023318529878866515,-0.0013606005498236495,0.008161264208387545
2025-03-06,0.03940319660590209,-0.009520545387888903,0.01391056829422636,-0.002726659638844919,0.023358856744929903
2025-03-07,-0.043318221502373,-0.006932736103087703,-0.01650798962720845,-0.002734006560320468,-0.028876114493585812
2025-03-10,-0.031594982970032125,0.009233008489014628,-0.0013012121806011423,0.008858488534742593,0.014232456077031126
2025-03-11,-0.020155608512615532,-0.026687334520694366,-0.014162301839105664,0.0013560954286800685,-0.027905291806779517
2025-03-12,0.035366032621369274,0.0025381324612261226,0.01935708773965882,0.0006771983456326986,-0.00819152514785917
2025-03-13,-0.006285724901040265,-0.015509902366028639,0.013892738798095206,0.0047281230410157644,-0.0032181286758483974
2025-03-14,0.008277454989108595,0.010063202422264847,0.02198439662301151,-0.004728123041015763,0.01026176721863656
2025-03-17,0.01998096258354133,0.005084477649842758,0.014638672423388824,0.0006768468983996234,0.018084598091889576
2025-03-18,0.017127549318816614,0.028039991426330808,0.036754632991182874,0.010767177368151064,-0.0018817049341839152
2025-03-19,0.008454975462239007,0.018496524947198906,-0.00023745265884226555,0.004007976159721656,-0.01991062772847111
2025-03-21,0.02679685611497957,-0.016561045026802505,0.0556533095590884,-0.006688947878555434,0.019408241166299956
2025-03-24,-0.004770758653580922,0.006482766815783554,-0.02019361067944722,-0.009440250893349355,0.02958314853627533
2025-03-25,0.0005312313728140553,0.006787850460532146,-0.008285348630847221,-0.0006778713686733995,0.0041382746774887265
2025-03-26,0.02257906827020234,0.001733181215095617,-0.0020821955008785043,0.008775095405781811,0.013991309513554175
2025-03-27,0.0025927378949818242,-0.02064457432887756,0.008991468975377313,0.008031974734796384,-0.03995402301055812
2025-03-28,-0.005466635236232183,-0.02847432136890626,-0.014595361077509132,-0.005442028012724806,-0.010050291412413806
2025-03-31,-0.017378045617659925,-0.031790508192757506,-0.047344729750377665,-0.013045218943245378,-0.05729207280462656
2025-04-01,0.0,0.005527511511741927,-0.008489414659608912,-0.00138313847847374,0.0018701236983782422
2025-04-02,-0.02012137332473706,0.009647271950686421,-0.015414083274872507,-0.012534987434360404,-0.0037438167990423064
2025-04-03,-0.04944077506172233,-0.05315772419394894,-0.0742450755285026,-0.001402537365072566,-0.04004084328145272
2025-04-04,-0.04871896649739006,-0.0450746101065227,-0.08855847632432268,0.011165603046043917,-0.07466590113289881
2025-04-07,-0.10585895701992602,-0.06035207492688298,-0.10946443732408306,-0.03675336240205037,-0.131644433576321
2025-04-08,0.06715225441204553,0.06903694114262209,0.103151453803196,0.03397351976885731,0.11436869164132532
2025-04-09,-0.03510243202090517,-0.026284313053876993,-0.054536455532477754,-0.00768419143315454,-0.07488436314315204
2025-04-10,0.12679004242817044,0.07235503196381668,0.08600241447206922,0.02902754637934722,0.10914252931771128
2025-04-11,-0.07688167696362613,-0.049576921135476675,-0.03964159186295132,-0.00341178582875578,-0.008753120095012893
2025-04-14,0.008536698205791579,-0.004140762912577848,0.0015190158375280292,0.005453368323426148,0.02254237677835593
2025-04-15,0.02162240836026573,0.036263836393042766,0.022216496247590048,-0.006137188232658462,0.007113345605167122
2025-04-16,-0.007754260814065595,0.0,-0.02525691428775366,0.010207681313460124,-0.025640581007759244
2025-04-17,0.028919089907028763,-0.000200103584282752,0.022878794510056637,0.0020290500115474463,0.011069429681176064
2025-04-18,0.008111271469087312,0.01804711721283308,0.0032684311057378157,0.015421109355208358,-0.0004404440209050888
2025-04-21,-0.026013447107600098,-0.02931710918919149,-0.019470406351153657,-0.012048342270422643,-0.02362491206229977
2025-04-22,-0.008923320669055549,-0.00466577784955027,-0.012172991312141898,0.009383323272384003,0.0012021131751935774
2025-04-23,0.05521449703305517,0.04880960153937398,0.03282932116739789,0.0026650189980386577,0.02139438903978199
2025-04-24,-0.002547765544400952,0.02882147827728556,0.01994787408296762,-0.028342022309342196,0.031399513859044166
2025-04-25,0.001982140725814531,0.012155391075308762,0.007811374078060778,0.010214632051075692,0.028507184670751088
2025-04-28,-0.004252275694655173,0.03524512123451529,0.021101468480836202,0.009440373599695535,-0.007364773154618056
2025-04-30,0.06887924441995294,-0.020851094092501472,0.01762035822782658,0.0020113646295284813,-0.0008371257590375688
2025-05-01,-0.02905772474750359,0.008029291034080722,-0.011992922398113845,0.0033434483386410242,0.020858551430344506
